name       ra       dec 
GASS9514  215.5405  4.52114
GASS114041  215.92661  34.00901
GASS114083  215.94299  34.017
GASS114021  216.09657  13.79844
GASS114125  216.23587  25.02478
GASS9463  216.27293  3.23315
GASS114025  216.33624  25.70812
GASS114096  216.47827  25.76801
GASS114077  216.56448  25.46655
GASS114117  216.5724  15.68604
GASS114056  216.58249  25.40083
GASS114076  216.58923  10.16334
GASS7499  216.63377  2.75167
GASS7457  216.80743  2.84683
GASS114038  216.81107  25.88865
GASS7493  216.83388  2.83838
GASS114065  216.84764  25.87785
GASS114067  216.85815  25.51447
GASS114136  216.870575  29.95195
GASS9551  216.8849  4.82163
GASS114012  216.92735  13.90689
GASS45940  216.95369  26.48353
GASS114036  216.96172  25.83808
GASS28703  217.00978  12.02637
GASS114005  217.02127  25.83047
GASS114129  217.03577  26.68274
GASS114142  217.04181  26.93579
GASS114008  217.05333  25.83053
GASS114074  217.12852  27.26592
GASS9619  217.13878  3.262
GASS114037  217.14352  27.33637
GASS114144  217.14903  25.70888
GASS114010  217.19443  27.25067
GASS114090  217.197617  13.821198
GASS114000  217.22009  27.8344
GASS114048  217.23251  25.73763
GASS114024  217.23753  25.55342
GASS114052  217.40083  26.06387
GASS9615  217.50781  3.39781
GASS7509  217.58313  3.09141
GASS28875  217.67342  11.98703
GASS9607  217.6819  3.19704
GASS9604  217.72028  3.26896
GASS38198  217.89417  24.68156
GASS41482  217.97038  7.32088
GASS7520  218.30978  2.65267
GASS9815  218.32298  3.90339
GASS7561  218.39867  2.63871
GASS9814  218.45142  3.95687
GASS9601  218.4643  3.67948
GASS28810  218.54567  10.21216
GASS9585  218.57925  3.66438
GASS9776  218.6945  3.34158
GASS9572  218.89896  3.68924
GASS46068  219.28975  25.25086
GASS31095  219.4567  6.74844
GASS29090  219.54253  9.33604
GASS7581  219.8147  2.72803
GASS9748  219.82478  3.36834
GASS41621  220.04945  8.25341
GASS9917  220.1083  3.59891
GASS9702  220.18063  3.37401
GASS9704  220.24709  3.13709
GASS41703  220.32993  8.88236
GASS9938  220.4188  4.06309
GASS41699  220.55737  8.67668
GASS9695  220.57036  3.81243
GASS9891  220.60712  3.23194
GASS31131  220.70209  6.65675
GASS9942  220.85687  4.37908
GASS41718  220.91235  8.5641
GASS31478  220.9594  31.52464
GASS9948  221.06145  4.21854
GASS29205  221.46483  10.15289
GASS41723  221.52196  8.91561
GASS29225  221.65262  11.85244
GASS9863  221.85484  3.44109
GASS38751  221.8941  9.23103
GASS38758  221.93129  9.53817
GASS38752  221.99747  9.42624
GASS29420  222.24464  12.49014
GASS38748  222.24738  9.50477
GASS29371  222.28162  10.97991
GASS29377  222.29625  11.115231
GASS38717  222.3722  9.07921
GASS38716  222.53346  9.07941
GASS38718  222.54149  9.21153
GASS10032  222.60046  4.61536
GASS38729  222.61993  9.79723
GASS38703  222.6225  8.99381
GASS38732  222.63817  9.62839
GASS38728  222.73167  9.66292
GASS10031  222.7768  4.8424
GASS38721  222.84875  9.59245
GASS38706  222.87212  9.33498
GASS10019  222.97246  3.36327
GASS10010  223.14099  3.1446
GASS10040  223.14677  4.54588
GASS10012  223.1795  3.22481
GASS42233  223.26817  31.06834
GASS10005  223.28041  3.53817
GASS42191  223.51558  30.84625
GASS10058  223.55473  4.84155
GASS38935  223.7436  11.69897
GASS41783  224.37889  8.39066
GASS38923  224.492  11.00763
GASS10132  224.52379  3.29604
GASS10145  224.52663  4.10101
GASS41793  224.67218  7.985
GASS10150  225.11148  4.17902
GASS38909  225.23618  11.5174
GASS41743  225.51709  6.82303
GASS38964  225.56815  11.91758
GASS39014  226.30676  8.79657
GASS39082  226.83965  9.92807
GASS41869  227.33958  7.07773
GASS39119  227.35878  10.28844
GASS39120  227.39796  10.42386
GASS41924  227.57672  7.70544
GASS41863  227.62045  7.41541
GASS38974  227.88953  9.4734
GASS10218  227.91817  3.67617
GASS42015  228.00739  6.21926
GASS10211  228.08304  3.30741
GASS39270  228.08595  9.34993
GASS7813  228.18166  1.46451
GASS10297  228.2207  4.514
GASS42084  228.29005  7.86475
GASS10292  228.34206  4.117
GASS39211  228.64967  8.33394
GASS42025  228.78146  7.02125
GASS42020  228.8186  6.65515
GASS42017  228.85353  6.44834
GASS41969  228.88145  6.37038
GASS42140  228.88321  7.47475
GASS10367  228.9744  3.05031
GASS42013  229.01863  6.84763
GASS42011  229.06396  6.79653
GASS42141  229.07976  7.16234
GASS41970  229.12564  6.23574
GASS10358  229.29646  3.3516
GASS10404  229.34567  4.21359
GASS42156  229.35141  7.48943
GASS41974  229.49294  6.74595
GASS39346  229.49467  10.89569
GASS42174  229.57166  7.13251
GASS42175  229.63512  7.12242
GASS10447  229.67056  4.41816
GASS42167  229.7236  7.57592
GASS39469  229.76411  8.13873
GASS46564  229.85564  25.78712
GASS39311  229.8861  9.96002
GASS39467  229.97305  8.09923
GASS39465  230.1196  8.28517
GASS39448  230.1551  8.05159
GASS25057  230.2761  30.67692
GASS25115  230.30328  30.65793
GASS46586  230.55995  26.38456
GASS39407  230.6634  8.54076
GASS39532  230.94386  8.6481
GASS39374  231.46912  7.81962
GASS39605  231.49934  9.79016
GASS39607  231.7762  9.79621
GASS39595  231.81969  10.04452
GASS39606  231.81975  9.76774
GASS39567  231.94762  9.62491
GASS39600  231.9593  9.66728
GASS46678  233.41656  24.40468
GASS26980  235.04369  6.07439
GASS28348  235.21497  28.34103
GASS28365  235.34412  28.22975
GASS28327  235.3749  27.98651
GASS42287  235.69118  24.98609
GASS28317  236.03387  27.67343
GASS26958  236.7264  5.89121
GASS25682  237.04893  9.07349
GASS47221  237.26115  17.94044
GASS42402  237.85509  25.76084
GASS25721  238.7781  9.50642
GASS21023  239.15382  27.48665
GASS31156  239.46674  4.26231
GASS29487  239.47736  9.40994
GASS10731  239.7355  2.443038
GASS47405  239.8693  20.21755
GASS10817  330.33722  12.1967
GASS10827  330.44748  13.20792
GASS10831  330.84415  12.64934
GASS10856  330.8762  12.66083
GASS10813  330.99182  11.90592
GASS10836  331.0809  12.96839
GASS10850  331.41165  12.4226
GASS10863  332.20337  13.36472
GASS10841  332.7987  11.80073
GASS10885  333.05203  12.20519
GASS10889  333.15033  14.01777
GASS10890  333.17215  14.07623
GASS10844  333.22122  12.36632
GASS10872  333.3396  13.43648
GASS10896  333.40207  13.67244
GASS10918  333.59073  13.9531
GASS10884  333.62762  13.07915
GASS10942  333.87616  13.67317
GASS10943  333.91913  13.60471
GASS10944  333.93195  13.71454
GASS10950  333.99796  13.45427
GASS10949  334.00214  13.14773
GASS10948  334.15372  13.25401
GASS10953  334.21832  13.42598
GASS10952  334.2415  13.54307
GASS10879  334.4594  12.99493
GASS10979  334.74753  13.18746
GASS122005  335.19724  14.23464
GASS10990  337.90665  13.062
GASS10985  338.53265  12.5711
GASS11016  339.0828  14.31453
GASS122001  339.20773  14.38694
GASS11013  339.211  14.51546
GASS11015  339.2566  14.40484
GASS11003  339.31323  14.26427
GASS11019  339.54413  14.44059
GASS122000  339.84109  13.88229
GASS122002  340.2944  13.3399
GASS11041  340.65823  13.47905
GASS11055  342.6085  14.91955
GASS122006  343.24399  1.14259
GASS122004  343.26868  1.14443
GASS11086  343.85175  13.24828
GASS11087  343.8582  12.9276
GASS11080  344.0347  13.06054
GASS11071  344.36124  13.00165
GASS11126  345.29617  13.15904
GASS11132  345.4441  13.53856
GASS11231  345.78317  13.89095
GASS11120  345.92944  13.92654
GASS11223  346.5685  13.98231
GASS11250  346.89874  15.46504
GASS11249  346.99133  15.41534
GASS11257  347.02896  15.42227
GASS11268  347.91202  15.12825
GASS11267  347.92526  15.11063
GASS11314  348.10217  13.95128
GASS11312  348.10828  13.91394
GASS11311  348.12177  13.94226
GASS11340  348.31863  14.90436
GASS11193  348.34067  14.28022
GASS11298  348.37665  14.06391
GASS11297  348.381  14.32742
GASS11295  348.39465  13.98678
GASS11192  348.41782  14.02439
GASS11303  348.4188  13.22551
GASS123006  348.44611  13.68761
GASS11285  348.8201  13.53379
GASS11280  348.87888  13.67796
GASS11284  348.94147  13.5099
GASS11292  349.03342  13.82178
GASS11291  349.0669  13.84527
GASS11347  349.19897  15.58327
GASS123010  349.40164  14.0012
GASS11462  349.48483  13.89781
GASS11270  349.57065  13.57406
GASS11349  349.6509  15.29966
GASS123003  350.11755  15.07248
GASS11444  350.30917  13.31423
GASS11437  350.56406  14.08073
GASS11410  350.59564  13.99396
GASS11513  350.66452  15.73483
GASS11435  350.83884  14.28457
GASS11514  350.86057  15.41956
GASS11434  350.86124  14.13165
GASS11636  350.88208  15.23378
GASS11494  350.89728  15.19691
GASS11395  350.90604  13.65226
GASS11509  351.02988  14.83517
GASS11524  351.09808  15.44344
GASS11397  351.19626  14.38378
GASS123011  351.29736  15.19988
GASS11585  351.31992  14.35989
GASS11544  351.4106  15.35442
GASS11383  351.45114  14.0548
GASS11386  351.5471  14.03003
GASS11366  351.59097  14.20836
GASS11357  351.6016  13.96192
GASS123001  351.79251  15.01723
GASS11676  351.79645  14.76289
GASS11669  351.80627  15.47531
GASS11582  351.95312  14.47531
GASS11685  351.95715  15.11922
GASS11687  351.97156  14.71099
GASS11571  352.39203  13.45509
GASS11573  352.54834  13.44898
GASS11568  352.5563  13.46714
GASS11567  352.582  13.44928
GASS11697  352.80594  15.23415
GASS123005  353.10175  15.84787
GASS11727  353.4247  14.07496
GASS123007  354.15472  14.15728
GASS11763  355.49066  15.23536
GASS11770  356.69232  16.04308
GASS123008  356.71609  14.4807
GASS11754  357.0973  14.50134
GASS11791  357.9962  14.75114
GASS11783  358.1015  14.59309
GASS11808  358.2388  15.71246
GASS11815  358.28452  16.06442
GASS11845  359.18533  13.90986
GASS11824  359.4482  15.61368
