#Table1
name,objID,ra,dec,specObjID,z
CGASS11956,1237656495651422354,2.08655478462254,15.1560681553075,846772974978623488,0.03950458
CGASS12025,1237653653447639236,4.89398561261498,16.2041821239115,847891178002081792,0.03666465
CGASS12002,1237653651837616142,6.26670492612863,14.9709325270096,847835102909065216,0.03671551
CGASS11989,1237656494042644696,6.4953695419826,13.9293761449814,847815586577672192,0.04194945
CGASS27167,1237653651302252632,9.84025171709976,14.4698788863392,470667424354560000,0.03805681
CGASS27167,1237653651302252632,9.84025171709976,14.4698788863392,470665773963044864,0.03801489
CGASS3189,1237649919500550210,10.0978537863281,14.6137344630321,471839777419716608,0.03844689
CGASS3189,1237649919500550210,10.0978537863281,14.6137344630321,471837029580171264,0.03843992
CGASS3189,1237649919500550210,10.0978537863281,14.6137344630321,471836754886813696,0.03838872
CGASS3189,1237649919500550210,10.0978537863281,14.6137344630321,470654503968860160,0.03842692
CGASS3189,1237649919500550210,10.0978537863281,14.6137344630321,470658353383630848,0.03844467
CGASS3261,1237649921112735765,13.8858969345654,15.7758248322236,473035497304778752,0.0374556
CGASS3318,1237653652378419354,15.659542263494,15.1684964196851,474144353942530048,0.03967952
CGASS3439,1237666215680671882,17.2748294524699,14.7557756925332,475266956270790656,0.03850687
CGASS3439,1237666215680671882,17.2748294524699,14.7557756925332,475266955146717184,0.03854411
CGASS3465,1237666214607061205,18.0909185804565,15.0108693216229,475294718939392000,0.02918913
CGASS3465,1237666214607061205,18.0909185804565,15.0108693216229,475292518792062976,0.02920199
CGASS3645,1237666088978219262,18.7573092681808,15.4135215756014,476381035471333376,0.03072711
CGASS3509,1237649918430675108,19.2985527817309,13.3409416872912,476278506012043264,0.04833675
CGASS3524,1237649920041287833,19.3170536038482,14.6223802688696,476294998686459904,0.03804831
CGASS3519,1237649920041287865,19.3671124489032,14.7044263817745,476287302105065472,0.04272924
CGASS3504,1237653650769510570,19.5976854577735,13.6245797404327,476268335529486336,0.03799896
CGASS3821,1237653651308806260,25.177825246684,13.5512968370681,479672699430397952,0.04469848
CGASS3819,1237653651308871769,25.4299379562977,13.6757967604679,479661704314120192,0.04532563
CGASS4094,1237649918970363988,25.8611067427184,13.3202815112763,483086407116548096,0.02753818
CGASS4195,1237649920581501102,27.2754016951993,14.430738804258,484231549433178112,0.04450553
CGASS4137,1237653651310510116,29.216629633485,13.2127754593445,484153209229699072,0.04444101
CGASS4233,1237679167161041117,29.2804745012402,14.9287865434033,484303292566890496,0.04332645
CGASS4223,1237649921119223868,29.3040502096011,14.7354562009374,484293122084333568,0.02603042
CGASS4239,1237649920582484073,29.5676045657891,14.2966205519575,484312638415726592,0.02613903
CGASS3962,1237653652921843735,30.9964862020935,14.3103705403158,480906076900845568,0.04276264
CGASS4017,1237670961617895518,31.3230987929127,13.5057211989357,481980299475970048,0.02582658
CGASS3880,1237649919509528682,31.332835660997,13.2585141815526,480777159162488832,0.0269651
CGASS3977,1237670961081352253,31.9353017424247,14.0815887211333,481990195080620032,0.03242451
CGASS3977,1237670961081352253,31.9353017424247,14.0815887211333,480931365668284416,0.03242407
CGASS4030,1237670960544546959,32.4144803202674,13.9831978043826,482001465074804736,0.04913746
CGASS4038,1237670458034880693,32.8409761242467,14.5043044828805,482008886778292224,0.04170179
CGASS4039,1237670458034749647,32.8810017131578,14.2006317967572,482009436534106112,0.02539334
CGASS4040,1237653652922630216,32.9127946819653,14.1417725764811,482010261167826944,0.02693933
CGASS4048,1237649954409283683,33.0807606593949,13.6127086843067,482026478964336640,0.04138773
CGASS4057,1237653652922957896,33.5802684866343,13.9364524754357,482048744074799104,0.03967273
CGASS13775,1237657775534637138,117.982060130946,27.3029398006015,966155474711898112,0.02638113
CGASS51416,1237667211038753056,118.999830531866,12.9814652889442,2550270553021769728,0.04446858
CGASS56375,1237670359786389605,119.33213785879,11.2060553799754,2722523620055214080,0.04639579
CGASS56319,1237667782270582824,120.84488082509,9.96273930951295,2722450227654060032,0.03453565
CGASS51563,1237667108497981698,121.176279099528,15.7757398537611,2552482221315352576,0.02928352
CGASS56304,1237667536383836522,121.39208246901,10.3934002679697,2722428787177318400,0.0339674
CGASS32308,1237664668424667344,129.893484575475,25.4771104359536,2173033880481720320,0.02920068
CGASS52297,1237667111182401747,134.350124685198,20.7105369960282,2569341307478632448,0.03283726
CGASS16695,1237658298450116902,135.315165133067,4.11810049426938,1342143102143457280,0.02813358
CGASS25752,1237664286709907676,135.35239293797,10.2001679004155,1956926789221640192,0.03675689
CGASS56612,1237670596016537686,135.782245498124,13.6970714161307,2739482487838238720,0.02903012
CGASS25763,1237664286710104146,135.796873357335,10.1519891916812,1956961148960008192,0.02962537
CGASS57017,1237668289077379246,140.621996193177,14.4620277427535,2747245314774689792,0.03233954
CGASS20133,1237660670886543394,143.152426819589,9.8405371327759,1467179846059714560,0.04891065
CGASS8347,1237654605855916195,144.743745241198,4.16126657306946,640809983180564480,0.0462498
CGASS8349,1237654605319110896,144.973416633414,3.81395732660315,640811632448006144,0.02852952
CGASS18686,1237660583905657083,148.26090379973,7.84148755465832,1390533434941663232,0.04106604
CGASS20292,1237661063878869129,148.455136354827,9.19378415402277,1470437972984752128,0.0299174
CGASS20286,1237660669278224546,148.664360512868,9.44463629689791,1470429451769636864,0.0345691
CGASS4914,1237653664721600562,149.139398999222,1.83585126262969,541577403533649920,0.03316575
CGASS14831,1237658423013212350,151.376074590975,5.67210041528639,1120287495557244928,0.0443775
CGASS14831,1237658423013212350,151.376074590975,5.67210041528639,1121474691727386624,0.04436163
CGASS14943,1237658423551197237,154.00086128448,6.25145234441989,1122583550764279808,0.0458332
CGASS26221,1237661069250068551,154.159974142661,12.5773682813714,1964714080493135872,0.03166819
CGASS26368,1237664105780740325,154.922020071305,12.8429885690296,1965894406242330624,0.03286753
CGASS18900,1237660583908606011,155.006726754914,8.51489188363142,1393940547051218944,0.04527599
CGASS26311,1237664104707326175,155.789946122298,12.2395225089272,1965835307492337664,0.04477591
CGASS22999,1237660671428919445,155.818415974673,11.8556651178108,1799291730990753792,0.0454822
CGASS5204,1237653665261879390,156.961771934932,2.60943762989536,567585808177981440,0.02847428
CGASS23120,1237661950780047408,158.385913204827,11.8755938383306,1800471782784788480,0.03388578
CGASS26602,1237661068715032607,158.447550468379,12.7328156428134,1968153628598364160,0.0324873
CGASS15181,1237658298460930224,160.012330570798,6.02057888424277,1125959049934825472,0.04683162
CGASS15166,1237658423017079041,160.338098766566,6.27897053743522,1125944206527850496,0.0339159
CGASS29555,1237661069789692147,160.439852769002,13.8980372275242,1969297949435389952,0.03160589
CGASS23315,1237661950244094012,160.50310184667,11.7800077057641,1802663659650967552,0.03295502
CGASS8914,1237654601568223353,161.009203244296,4.66301977517351,650910922885326848,0.02658564
CGASS15257,1237658422480928859,162.024145025764,6.02066717313919,1127093471509768192,0.0287826
CGASS34723,1237665329844060288,162.892021823353,30.2060854534016,2230450654508247040,0.03563831
CGASS23441,1237660670358388787,163.317608410425,11.638898873214,1803812649335547904,0.02779101
CGASS23408,1237661949171531868,163.343179308797,11.1806734890089,1803754100341368832,0.04301807
CGASS23450,1237661950245667050,164.202436837869,12.0932662656218,1803834089812289536,0.04762711
CGASS23453,1237661950245797966,164.501212517928,11.9871187936615,1803843160783218688,0.03480507
CGASS17659,1237671931209318418,164.531664117882,9.27611185018416,1373685618084702208,0.0344012
CGASS17640,1237658491735900338,164.874736535905,8.70918140228346,1373667201264936960,0.03486647
CGASS17640,1237658491735900338,164.874736535905,8.70918140228346,3249358201728034816,0.0348603
CGASS5442,1237651753466921014,165.135484336704,2.1160733395645,572009419173292032,0.03941641
CGASS17684,1237658493883580478,165.155304049103,10.4371849522808,1373711456607954944,0.03611564
CGASS29624,1237664131019833529,165.209721550426,13.5976185571926,1970346608667158528,0.03403035
CGASS29699,1237661068181831776,167.076428593547,13.2243219585853,1971465087189280768,0.03402011
CGASS12372,1237654605866205469,168.266896991661,5.09616563316896,940232564109502464,0.02718555
CGASS12371,1237655126075899942,168.27668769665,5.23417004860567,940232014353688576,0.04317579
CGASS12318,1237655124465483920,168.680620843905,4.0245396188842,940164119510673408,0.04167224
CGASS12455,1237654604793249795,170.074170272802,4.32036457010645,941314484390094848,0.04908251
CGASS12293,1237655124466073729,170.121816368026,4.12837844525256,940133608063002624,0.04965518
CGASS12460,1237654604256379046,170.201287472731,3.83916405666234,941319707070326784,0.04941271
CGASS12458,1237655123929333774,170.326098576237,3.66474389400272,941318607558699008,0.03935682
CGASS29842,1237661068183273492,170.382324945218,13.4266412942137,1973758943423391744,0.03408056
CGASS17865,1237658491202306114,172.33619368327,8.60235918558911,1376997897836455936,0.02697871
CGASS29892,1237664291533750316,172.443180126141,15.3336632844418,1974945316503316480,0.03664017
CGASS18202,1237671126983180462,182.895626378419,9.35195606501153,1383756594839316480,0.02696519
CGASS30175,1237661068725911631,184.011123637469,14.1893867089255,1987216142506158080,0.02535938
CGASS24168,1237661813885042816,184.051528559487,13.4376182443181,1816191500963309568,0.02604132
CGASS24183,1237661950791188611,184.433787291113,13.1710345795718,1816211292172609536,0.0428496
CGASS24741,1237661972795949092,184.461704219218,8.43027362310941,1829689106125318144,0.04920047
CGASS18335,1237658492818227483,184.724769044229,10.0028293878977,1384999042123065344,0.04306986
