#M_vir  M_star  M_HI   M_H2   SFR
3.81e+11 1.23e+10 1.15e+09 1.60e+09 1.66e+00
2.61e+11 1.40e+10 6.13e+08 4.41e+08 1.37e-01
4.53e+11 1.30e+10 1.12e+09 1.07e+09 1.17e+00
1.01e+12 7.75e+09 3.09e+09 4.73e+09 1.79e+00
4.07e+11 1.22e+10 1.95e+09 1.33e+09 1.63e+00
1.48e+12 1.49e+10 0.00e+00 0.00e+00 0.00e+00
3.87e+11 1.14e+10 2.74e+09 1.64e+09 2.39e+00
4.60e+11 1.00e+10 4.35e+09 2.17e+09 2.34e+00
6.53e+11 1.20e+10 2.27e+09 1.33e+09 9.46e-01
1.16e+12 1.01e+10 2.81e+09 2.76e+09 3.70e+00
3.65e+11 1.17e+10 1.36e+09 2.09e+09 1.97e+00
8.57e+11 1.24e+10 1.25e+09 1.57e+09 1.26e+00
2.77e+11 1.22e+10 5.93e+08 1.96e+09 1.08e+00
6.80e+11 9.70e+09 2.58e+09 2.86e+09 1.63e+00
4.14e+11 1.02e+10 1.91e+09 3.11e+09 2.78e+00
2.90e+11 1.27e+10 1.18e+09 9.64e+08 9.27e-01
7.57e+11 1.10e+10 5.38e+09 1.64e+09 2.13e+00
3.64e+11 1.06e+10 2.25e+09 2.53e+09 2.39e+00
4.20e+11 5.60e+09 4.08e+09 5.50e+09 2.04e+00
3.83e+11 8.02e+09 5.38e+09 2.33e+09 3.47e+00
3.65e+11 3.17e+09 1.42e+10 3.94e+09 1.37e+00
3.63e+11 1.27e+10 7.60e+08 1.18e+09 1.03e+00
4.38e+11 9.86e+09 3.81e+09 1.61e+09 2.40e+00
5.03e+11 8.45e+09 3.22e+09 4.09e+09 3.66e+00
6.54e+11 1.05e+10 1.75e+09 2.59e+09 2.83e+00
6.06e+11 1.07e+10 3.25e+09 1.17e+09 1.27e+00
4.11e+11 1.01e+10 3.45e+09 2.51e+09 3.08e+00
3.61e+11 9.24e+09 3.17e+09 2.62e+09 4.08e+00
4.14e+11 8.38e+09 3.73e+09 3.61e+09 3.83e+00
4.77e+11 1.21e+10 1.03e+09 1.09e+09 6.16e-01
3.99e+11 1.14e+10 1.50e+09 1.72e+09 2.04e+00
2.37e+11 1.37e+10 8.35e+05 5.14e+08 2.20e-01
6.34e+11 7.28e+09 6.40e+09 3.75e+09 3.71e+00
4.65e+11 6.40e+09 3.33e+09 5.31e+09 2.64e+00
3.12e+11 5.91e+09 6.41e+09 3.80e+09 2.29e+00
3.30e+11 1.29e+10 5.05e+08 7.10e+08 2.37e-01
4.66e+11 9.22e+09 2.46e+09 2.63e+09 3.56e+00
4.84e+11 1.10e+10 2.34e+09 1.34e+09 1.29e+00
6.24e+11 1.19e+10 2.09e+09 1.25e+09 7.78e-01
1.08e+12 1.21e+10 1.50e+09 1.01e+09 8.50e-01
4.26e+11 6.95e+09 5.93e+09 3.02e+09 3.93e+00
3.65e+11 1.05e+10 2.07e+09 1.71e+09 1.70e+00
8.37e+11 1.05e+10 4.99e+09 1.75e+09 2.46e+00
4.00e+11 9.50e+09 3.01e+09 2.28e+09 2.93e+00
3.95e+11 8.54e+09 4.03e+09 2.78e+09 4.56e+00
3.76e+11 9.51e+09 1.94e+09 2.85e+09 2.26e+00
3.71e+11 1.04e+10 2.36e+09 1.82e+09 2.67e+00
1.47e+12 8.40e+09 3.91e+09 2.27e+09 3.35e+00
3.60e+11 8.96e+09 3.24e+09 2.72e+09 2.34e+00
2.66e+11 1.05e+10 2.54e+09 1.78e+09 2.80e+00
4.21e+11 1.01e+10 2.61e+09 1.62e+09 2.58e+00
4.10e+11 9.44e+09 3.90e+09 1.48e+09 2.59e+00
3.94e+11 1.11e+10 2.58e+09 1.23e+09 1.74e+00
5.26e+11 6.44e+09 7.45e+09 3.51e+09 2.97e+00
2.47e+11 1.28e+10 4.67e+08 4.19e+08 2.17e-01
4.86e+11 5.95e+09 3.76e+09 4.46e+09 1.99e+00
4.16e+11 8.04e+09 5.14e+09 2.26e+09 3.74e+00
2.75e+11 1.25e+10 6.86e+08 5.31e+08 1.53e-01
5.10e+11 9.52e+09 5.81e+09 1.43e+09 1.58e+00
4.22e+11 9.65e+09 3.88e+09 1.19e+09 1.91e+00
4.78e+11 1.05e+10 3.03e+09 1.78e+09 1.73e+00
3.29e+11 6.77e+09 7.88e+09 3.47e+09 4.72e+00
5.75e+11 9.68e+09 3.67e+09 1.93e+09 2.65e+00
3.17e+11 9.67e+09 3.59e+09 1.44e+09 1.80e+00
4.63e+11 1.07e+10 1.27e+09 1.75e+09 1.89e+00
3.53e+11 8.50e+09 4.68e+09 2.25e+09 2.62e+00
2.51e+11 1.08e+10 1.74e+09 1.42e+09 1.21e+00
5.00e+11 1.25e+10 9.92e+08 3.05e+08 8.74e-02
4.33e+11 1.23e+10 6.00e+08 7.73e+08 5.81e-01
4.91e+11 1.14e+10 9.44e+08 1.35e+09 1.35e+00
3.58e+11 1.09e+10 1.65e+09 1.04e+09 1.03e+00
4.15e+11 1.00e+10 2.24e+09 2.04e+09 2.46e+00
4.10e+11 8.73e+09 3.91e+09 1.98e+09 2.85e+00
5.35e+11 1.18e+10 6.45e+08 1.33e+09 7.76e-01
3.64e+11 7.48e+09 5.62e+09 2.60e+09 2.21e+00
5.39e+11 7.14e+09 5.16e+09 3.51e+09 4.08e+00
8.55e+11 1.13e+10 7.80e+08 1.29e+09 9.68e-01
4.33e+11 8.34e+09 5.45e+09 2.73e+09 4.17e+00
4.01e+11 9.87e+09 1.46e+09 2.24e+09 2.39e+00
4.31e+11 1.04e+10 2.23e+09 1.60e+09 1.16e+00
5.64e+11 1.02e+10 3.38e+09 1.32e+09 1.54e+00
1.06e+12 6.92e+09 5.71e+09 2.84e+09 2.46e+00
3.44e+11 1.05e+10 1.39e+09 1.76e+09 1.41e+00
7.66e+11 5.98e+09 7.33e+09 5.10e+09 1.34e+00
3.40e+11 7.86e+09 4.88e+09 2.35e+09 1.77e+00
3.63e+11 7.22e+09 3.77e+09 3.10e+09 3.29e+00
3.29e+11 1.28e+10 4.01e+07 4.93e+08 2.16e-01
4.53e+11 8.63e+09 5.13e+09 1.90e+09 1.68e+00
2.95e+11 1.05e+10 1.04e+09 1.95e+09 2.06e+00
4.74e+11 8.06e+09 4.87e+09 2.52e+09 2.85e+00
2.97e+11 3.93e+09 7.93e+09 4.48e+09 2.47e+00
3.22e+11 1.26e+10 2.53e+08 3.92e+08 1.73e-01
5.74e+11 5.17e+09 7.26e+09 4.09e+09 2.78e+00
6.66e+11 1.20e+10 1.33e+09 5.98e+08 9.14e-01
2.87e+11 9.55e+09 1.58e+09 2.40e+09 1.07e+00
4.57e+11 1.17e+10 1.02e+09 7.48e+08 4.28e-01
4.71e+11 8.23e+09 3.81e+09 2.61e+09 4.96e+00
4.87e+11 1.17e+10 1.17e+09 7.69e+08 4.38e-01
1.14e+12 1.11e+10 1.06e+09 1.17e+09 5.97e-01
1.25e+12 1.12e+10 1.68e+09 1.58e+09 7.04e-01
4.96e+11 9.11e+09 3.64e+09 1.42e+09 1.50e+00
3.69e+11 1.02e+10 1.91e+09 1.39e+09 1.39e+00
6.24e+11 1.17e+10 3.49e+08 8.09e+08 7.45e-01
3.42e+11 8.64e+09 2.82e+09 1.81e+09 2.60e+00
5.41e+11 8.58e+09 5.41e+09 2.14e+09 2.01e+00
3.82e+11 1.29e+10 0.00e+00 0.00e+00 0.00e+00
1.22e+12 1.09e+10 2.59e+09 1.15e+09 7.05e-01
6.43e+11 9.62e+09 3.07e+09 1.42e+09 2.11e+00
7.06e+11 1.12e+10 4.63e+08 1.15e+09 6.23e-01
3.35e+11 8.86e+09 4.03e+09 1.49e+09 2.61e+00
2.64e+11 1.19e+10 5.56e+08 5.19e+08 3.42e-01
6.79e+11 9.32e+09 2.25e+09 1.89e+09 2.20e+00
3.56e+11 9.18e+09 2.83e+09 1.48e+09 1.87e+00
5.01e+11 8.59e+09 4.12e+09 1.89e+09 2.89e+00
4.73e+11 8.84e+09 2.98e+09 1.76e+09 2.53e+00
3.76e+11 8.97e+09 2.64e+09 2.00e+09 2.93e+00
4.71e+11 8.41e+09 3.27e+09 2.29e+09 3.20e+00
1.62e+12 1.28e+10 0.00e+00 0.00e+00 0.00e+00
3.43e+11 7.05e+09 4.53e+09 2.81e+09 7.66e-01
3.12e+11 1.03e+10 1.94e+09 1.17e+09 1.60e+00
6.03e+11 1.04e+10 1.49e+09 1.30e+09 1.48e+00
2.56e+12 1.26e+10 0.00e+00 0.00e+00 0.00e+00
3.14e+11 9.26e+09 2.31e+09 1.95e+09 2.28e+00
1.89e+11 1.26e+10 0.00e+00 0.00e+00 0.00e+00
3.38e+11 8.21e+09 3.34e+09 2.19e+09 2.76e+00
3.70e+11 6.11e+09 4.40e+09 3.30e+09 2.29e+00
3.25e+11 8.96e+09 1.81e+09 2.23e+09 3.00e+00
3.72e+11 7.31e+09 2.43e+09 2.91e+09 3.64e+00
3.28e+11 8.83e+09 2.93e+09 1.69e+09 2.43e+00
3.38e+11 9.08e+09 3.77e+09 1.20e+09 1.41e+00
4.15e+11 9.06e+09 2.01e+09 2.18e+09 1.70e+00
4.72e+11 7.95e+09 4.39e+09 1.44e+09 2.16e+00
3.64e+11 1.03e+10 1.35e+09 1.20e+09 1.34e+00
4.43e+11 8.14e+09 4.37e+09 2.86e+09 1.94e+00
3.88e+11 1.09e+10 1.38e+09 7.08e+08 7.10e-01
3.48e+11 7.88e+09 2.65e+09 2.35e+09 2.89e+00
4.07e+11 4.04e+09 5.31e+09 4.41e+09 2.38e+00
3.76e+11 9.06e+09 3.89e+09 1.44e+09 1.30e+00
4.05e+11 5.27e+09 4.74e+09 4.31e+09 2.04e+00
3.85e+11 8.77e+09 3.12e+09 1.63e+09 2.15e+00
8.35e+11 7.84e+09 2.68e+09 2.72e+09 2.44e+00
6.59e+11 9.02e+09 3.04e+09 1.76e+09 1.38e+00
3.03e+11 1.03e+10 8.34e+08 1.33e+09 9.07e-01
5.37e+11 8.90e+09 1.75e+09 2.22e+09 7.83e-01
6.47e+11 8.59e+09 1.91e+09 2.08e+09 2.26e+00
2.30e+11 9.59e+09 1.68e+09 1.44e+09 1.16e+00
5.14e+11 8.93e+09 2.13e+09 2.02e+09 8.49e-01
6.85e+11 8.82e+09 4.45e+09 1.70e+09 1.52e+00
5.27e+11 8.29e+09 6.78e+09 2.77e+09 5.66e-01
2.36e+11 9.46e+09 1.55e+09 1.36e+09 1.57e+00
1.31e+12 1.22e+10 0.00e+00 0.00e+00 0.00e+00
5.64e+11 6.61e+09 4.41e+09 2.12e+09 2.53e+00
1.28e+11 1.21e+10 0.00e+00 0.00e+00 0.00e+00
2.24e+12 1.21e+10 1.60e+09 1.48e+08 0.00e+00
4.58e+11 1.14e+10 3.70e+08 2.09e+08 3.77e-02
4.30e+11 7.72e+09 5.76e+09 1.76e+09 6.78e-01
3.35e+11 9.14e+09 1.06e+09 2.03e+09 1.14e+00
3.28e+11 3.72e+09 5.26e+09 4.78e+09 8.87e-01
5.38e+11 1.07e+10 8.95e+08 7.41e+08 6.95e-01
2.78e+11 1.05e+10 9.29e+08 8.86e+08 7.01e-01
2.89e+11 1.04e+10 3.96e+08 1.19e+09 7.89e-01
4.41e+11 1.02e+10 6.97e+08 1.04e+09 3.72e-01
8.97e+11 9.52e+09 2.72e+09 1.03e+09 1.29e+00
3.76e+11 1.01e+10 9.32e+08 1.07e+09 8.58e-01
3.44e+11 8.50e+09 2.71e+09 1.58e+09 2.54e+00
2.95e+11 9.82e+09 6.32e+08 1.37e+09 1.10e+00
4.42e+11 1.03e+10 1.52e+09 6.87e+08 8.35e-01
3.12e+11 9.60e+09 1.87e+09 1.02e+09 6.88e-01
4.85e+11 8.30e+09 8.95e+09 1.26e+09 1.05e+00
3.63e+11 7.46e+09 4.05e+09 1.78e+09 3.14e+00
3.94e+11 8.57e+09 3.64e+09 1.47e+09 2.17e+00
2.85e+11 6.31e+09 3.97e+09 2.35e+09 1.56e+00
4.30e+11 7.63e+09 2.51e+09 2.21e+09 2.76e+00
3.93e+11 1.12e+10 3.45e+08 8.60e+07 7.86e-03
5.36e+11 9.77e+09 5.53e+08 1.36e+09 9.24e-01
3.45e+11 8.45e+09 2.04e+09 1.96e+09 1.82e+00
3.07e+11 1.17e+10 0.00e+00 0.00e+00 0.00e+00
1.24e+12 7.89e+09 3.62e+09 1.61e+09 1.61e+00
8.83e+11 6.47e+09 5.27e+09 2.23e+09 1.79e+00
5.92e+11 7.40e+09 4.14e+09 2.35e+09 2.15e+00
3.97e+11 6.93e+09 3.88e+09 1.91e+09 3.47e+00
3.68e+11 5.43e+09 5.66e+09 2.77e+09 2.26e+00
6.79e+11 8.83e+09 4.57e+09 2.16e+09 1.40e+00
4.66e+11 9.25e+09 7.69e+08 1.63e+09 1.78e+00
8.46e+11 8.43e+09 4.49e+09 8.43e+08 6.91e-01
5.11e+11 6.33e+09 3.50e+09 3.01e+09 2.49e+00
2.62e+11 8.25e+09 2.85e+09 1.25e+09 1.72e+00
3.48e+11 8.82e+09 1.39e+09 1.32e+09 1.16e+00
4.00e+11 7.13e+09 3.43e+09 2.51e+09 2.37e+00
6.12e+11 8.43e+09 1.71e+09 1.70e+09 2.34e+00
3.29e+11 7.06e+09 3.57e+09 1.71e+09 2.71e+00
4.24e+11 7.60e+09 4.63e+09 1.73e+09 1.32e+00
3.17e+11 7.66e+09 1.81e+09 2.34e+09 1.81e+00
2.64e+11 8.05e+09 1.90e+09 1.94e+09 2.17e+00
6.86e+11 8.55e+09 2.91e+09 1.15e+09 7.67e-01
7.16e+11 7.10e+09 6.01e+09 2.57e+09 2.68e+00
3.70e+11 9.65e+09 9.77e+08 1.05e+09 1.57e+00
2.73e+11 9.73e+09 3.46e+08 1.22e+09 6.08e-01
5.18e+11 6.67e+09 5.60e+09 1.69e+09 2.09e+00
5.33e+11 7.09e+09 1.78e+09 2.41e+09 2.00e+00
5.05e+11 8.45e+09 2.26e+09 1.51e+09 1.30e+00
4.43e+11 7.39e+09 2.52e+09 1.82e+09 2.17e+00
1.69e+12 1.12e+10 2.17e+08 0.00e+00 0.00e+00
4.98e+11 5.69e+09 4.54e+09 3.43e+09 1.17e+00
3.27e+11 6.83e+09 2.24e+09 2.67e+09 1.14e+00
2.94e+11 1.05e+10 9.82e+07 5.42e+08 3.04e-01
4.44e+11 7.90e+09 3.39e+09 1.11e+09 1.49e+00
3.61e+11 8.59e+09 1.67e+09 1.49e+09 1.26e+00
3.59e+11 7.34e+09 2.09e+09 1.72e+09 2.03e+00
3.98e+11 4.57e+09 2.91e+09 4.27e+09 1.05e+00
1.59e+12 1.10e+10 0.00e+00 0.00e+00 0.00e+00
3.93e+11 8.44e+09 1.87e+09 1.75e+09 1.44e+00
5.00e+11 1.04e+10 1.98e+09 6.06e+08 5.69e-02
3.78e+11 6.14e+09 5.05e+09 1.63e+09 1.78e+00
2.74e+11 7.82e+09 2.41e+09 1.61e+09 3.09e+00
3.59e+11 8.63e+09 2.21e+09 1.17e+09 1.49e+00
4.17e+11 9.48e+09 1.28e+09 9.69e+08 4.36e-01
4.53e+11 9.76e+09 5.41e+08 5.86e+08 5.05e-01
3.52e+11 7.47e+09 2.79e+09 1.67e+09 1.85e+00
2.19e+11 8.82e+09 1.42e+09 1.04e+09 9.78e-01
2.55e+11 1.01e+10 7.67e+08 0.00e+00 1.00e+00
3.59e+11 8.27e+09 2.11e+09 1.36e+09 1.40e+00
4.07e+11 8.70e+09 8.90e+08 1.40e+09 1.35e+00
6.23e+11 8.30e+09 2.87e+09 1.47e+09 1.34e+00
5.45e+11 7.69e+09 1.24e+09 1.96e+09 1.66e+00
1.29e+12 6.65e+09 2.95e+09 2.45e+09 2.20e+00
5.33e+11 7.88e+09 3.68e+09 2.00e+09 1.06e+00
4.66e+11 4.29e+09 5.57e+09 3.05e+09 4.26e+00
2.91e+11 9.27e+09 5.12e+08 1.03e+09 6.16e-01
2.92e+11 7.80e+09 2.26e+09 1.40e+09 1.63e+00
2.44e+11 1.02e+10 3.18e+07 4.54e+08 2.98e-01
3.28e+11 8.09e+09 1.74e+09 1.41e+09 1.29e+00
9.25e+11 6.90e+09 3.05e+09 1.89e+09 1.95e+00
4.49e+11 9.98e+09 3.71e+08 3.16e+08 2.89e-02
4.19e+11 3.05e+09 7.69e+09 3.19e+09 9.26e-01
8.20e+11 3.96e+09 6.56e+09 2.69e+09 1.73e+00
5.30e+11 3.73e+09 1.48e+10 5.11e+09 5.02e-01
2.97e+11 7.62e+09 1.73e+09 1.63e+09 1.62e+00
4.64e+11 7.37e+09 3.57e+09 9.29e+08 9.40e-01
3.31e+12 1.06e+10 2.77e+08 3.14e+07 0.00e+00
4.26e+11 8.02e+09 9.42e+08 1.45e+09 8.52e-01
3.98e+11 7.16e+09 2.05e+09 2.11e+09 2.92e+00
4.37e+11 7.92e+09 2.82e+09 9.41e+08 7.06e-01
4.78e+11 8.00e+09 1.81e+09 1.20e+09 1.70e+00
3.15e+11 1.02e+10 1.02e+08 2.08e+08 2.06e-02
5.03e+11 8.40e+09 2.38e+09 1.03e+09 6.63e-01
4.38e+11 9.38e+09 7.92e+08 5.40e+08 4.22e-01
3.08e+11 4.09e+09 7.18e+09 2.68e+09 2.20e+00
3.94e+11 6.54e+09 3.22e+09 2.08e+09 1.84e+00
3.29e+11 5.54e+09 4.32e+09 2.19e+09 1.09e+00
2.92e+11 7.92e+09 1.54e+09 1.18e+09 1.05e+00
1.97e+11 9.52e+09 1.26e+08 7.28e+08 3.53e-01
3.15e+11 7.60e+09 1.58e+09 1.72e+09 2.18e+00
2.61e+11 8.82e+09 1.05e+09 7.97e+08 4.34e-01
1.14e+12 5.95e+09 4.50e+09 1.37e+09 1.28e+00
2.92e+11 8.73e+09 6.27e+08 9.99e+08 6.68e-01
7.88e+11 6.30e+09 2.79e+09 1.89e+09 1.92e+00
4.41e+11 7.96e+09 2.28e+09 1.22e+09 1.59e+00
2.97e+11 8.44e+09 1.01e+09 1.09e+09 1.23e+00
3.07e+11 2.96e+09 4.51e+09 4.03e+09 1.35e+00
3.45e+11 7.51e+09 1.30e+09 1.77e+09 1.61e+00
1.02e+12 5.23e+09 1.36e+10 1.73e+09 8.62e-01
4.02e+11 6.43e+09 4.01e+09 1.46e+09 1.93e+00
6.12e+11 5.09e+09 3.71e+09 2.43e+09 3.27e+00
4.42e+11 9.83e+09 9.05e+08 4.39e+07 1.00e+00
4.40e+11 8.32e+09 1.76e+09 1.10e+09 8.68e-01
4.06e+11 6.85e+09 2.52e+09 1.47e+09 2.30e+00
3.93e+11 8.30e+09 6.55e+08 1.27e+09 8.04e-01
3.40e+11 6.69e+09 3.55e+09 1.63e+09 1.97e+00
4.61e+11 9.01e+09 2.39e+08 8.48e+08 4.68e-01
3.57e+11 9.04e+09 5.48e+08 7.35e+08 6.88e-01
4.14e+11 4.68e+09 6.06e+09 1.59e+09 1.20e+00
5.23e+11 7.87e+09 2.91e+09 9.83e+08 8.59e-01
4.03e+11 7.64e+09 1.86e+09 1.54e+09 2.75e+00
1.35e+11 8.96e+09 2.46e+08 8.11e+08 5.30e-01
2.99e+11 6.83e+09 2.39e+09 1.41e+09 1.23e+00
6.17e+11 8.36e+09 1.27e+09 7.84e+08 6.88e-01
4.88e+11 7.94e+09 2.60e+09 6.29e+08 3.85e-01
4.99e+11 8.77e+09 9.84e+08 6.12e+08 5.27e-01
5.13e+11 7.06e+09 3.60e+09 1.30e+09 2.50e-01
3.33e+11 5.14e+09 3.57e+09 2.64e+09 8.43e-01
2.80e+11 6.89e+09 1.27e+09 1.92e+09 2.19e+00
4.08e+11 6.78e+09 2.11e+09 1.66e+09 1.73e+00
4.99e+11 5.28e+09 3.14e+09 2.64e+09 2.13e+00
5.68e+11 5.99e+09 1.72e+09 2.50e+09 1.58e+00
4.87e+11 5.42e+09 3.99e+09 2.45e+09 2.75e+00
2.50e+11 9.93e+09 0.00e+00 0.00e+00 0.00e+00
2.05e+11 5.30e+09 2.42e+09 2.58e+09 8.07e-01
4.29e+11 8.11e+09 1.26e+09 6.54e+08 5.49e-01
3.51e+11 8.32e+09 1.56e+09 9.61e+08 9.89e-01
3.02e+11 8.18e+09 1.82e+09 5.38e+08 3.78e-01
3.00e+11 8.14e+09 6.15e+08 1.09e+09 7.09e-01
2.98e+11 5.64e+09 3.08e+09 2.37e+09 1.89e+00
3.23e+11 7.13e+09 1.65e+09 1.40e+09 1.24e+00
3.82e+11 4.06e+09 4.61e+09 2.91e+09 1.52e+00
4.98e+11 7.84e+09 2.45e+09 6.88e+08 3.82e-01
3.37e+11 8.14e+09 6.84e+08 1.01e+09 9.52e-01
3.85e+11 5.65e+09 3.24e+09 1.66e+09 1.90e+00
1.86e+12 9.82e+09 0.00e+00 0.00e+00 0.00e+00
2.89e+11 5.79e+09 3.57e+09 1.99e+09 1.07e+00
4.48e+11 6.66e+09 1.49e+09 1.78e+09 1.27e+00
3.79e+11 6.34e+09 3.29e+09 1.89e+09 2.34e+00
3.06e+11 8.28e+09 7.02e+08 8.88e+08 1.16e+00
3.05e+11 5.55e+09 2.96e+09 2.22e+09 1.62e+00
2.94e+11 6.53e+09 1.70e+09 2.02e+09 2.30e+00
3.13e+11 5.00e+09 4.31e+09 2.07e+09 1.51e+00
2.87e+11 6.88e+09 1.41e+09 1.75e+09 1.97e+00
3.42e+11 7.85e+09 1.84e+09 8.46e+08 9.34e-01
3.55e+11 8.17e+09 8.16e+08 8.82e+08 7.03e-01
3.67e+11 5.97e+09 3.56e+09 1.96e+09 2.61e+00
3.38e+11 4.61e+09 3.51e+09 2.43e+09 2.23e+00
3.68e+11 7.25e+09 1.37e+09 1.26e+09 1.07e+00
7.89e+11 9.62e+09 0.00e+00 0.00e+00 0.00e+00
3.09e+11 5.55e+09 2.10e+09 2.41e+09 2.41e+00
5.25e+11 6.28e+09 2.90e+09 1.20e+09 9.59e-01
2.44e+11 6.96e+09 1.35e+09 1.50e+09 1.34e+00
3.38e+11 7.04e+09 7.93e+08 1.63e+09 1.29e+00
6.26e+11 6.38e+09 3.68e+09 1.88e+09 1.64e+00
8.94e+11 6.49e+09 4.58e+09 1.96e+09 1.42e+00
3.35e+11 7.43e+09 1.03e+09 1.27e+09 3.87e-01
3.27e+11 7.51e+09 9.81e+08 1.19e+09 1.15e+00
3.86e+11 5.19e+09 4.81e+09 1.40e+09 1.93e+00
3.21e+11 5.62e+09 3.12e+09 1.32e+09 1.13e+00
3.65e+11 5.45e+09 3.71e+09 1.60e+09 2.50e+00
3.00e+11 7.23e+09 1.75e+09 1.28e+09 1.33e+00
2.51e+11 7.48e+09 1.18e+09 1.01e+09 1.06e+00
2.78e+11 7.66e+09 2.07e+09 8.93e+08 6.49e-01
3.06e+11 6.70e+09 2.10e+09 1.45e+09 1.81e+00
6.34e+11 6.39e+09 3.93e+09 1.38e+09 1.20e+00
3.54e+11 1.73e+09 5.33e+09 4.04e+09 9.02e-01
2.92e+11 6.79e+09 1.74e+09 1.44e+09 1.45e+00
2.71e+11 6.97e+09 1.67e+09 1.24e+09 1.46e+00
2.41e+11 6.93e+09 1.50e+09 1.26e+09 9.84e-01
3.94e+11 7.83e+09 1.19e+09 6.65e+08 5.70e-01
2.87e+11 5.11e+09 2.15e+09 2.57e+09 1.13e+00
8.28e+11 7.56e+09 1.92e+09 5.87e+08 1.62e-01
3.99e+11 9.37e+09 0.00e+00 0.00e+00 0.00e+00
2.86e+11 5.01e+09 2.10e+09 2.56e+09 1.44e+00
3.06e+11 8.62e+09 1.17e+08 6.28e+08 2.98e-01
3.56e+11 2.14e+09 8.60e+09 3.16e+09 8.81e-01
3.18e+11 5.79e+09 1.64e+09 2.47e+09 2.61e+00
1.63e+11 9.29e+09 0.00e+00 0.00e+00 0.00e+00
3.42e+11 5.53e+09 2.61e+09 1.88e+09 1.80e+00
3.42e+11 7.89e+09 7.09e+08 6.80e+08 6.82e-01
2.95e+11 9.22e+09 0.00e+00 0.00e+00 0.00e+00
2.92e+11 4.62e+09 2.66e+09 2.21e+09 2.86e+00
4.13e+11 8.39e+09 4.71e+08 4.37e+08 1.95e-01
7.54e+11 9.00e+09 0.00e+00 0.00e+00 1.00e+00
2.71e+11 6.49e+09 1.93e+09 1.46e+09 1.60e+00
4.46e+11 4.56e+09 3.73e+09 1.88e+09 1.43e+00
4.71e+11 3.27e+09 4.12e+09 3.18e+09 8.67e-01
2.45e+11 5.51e+09 1.68e+09 1.95e+09 1.76e+00
5.08e+11 9.13e+09 0.00e+00 0.00e+00 0.00e+00
2.87e+11 5.49e+09 2.49e+09 1.59e+09 2.16e+00
3.17e+11 5.11e+09 3.37e+09 1.64e+09 6.72e-01
3.36e+11 2.94e+09 8.08e+09 2.45e+09 7.09e-01
2.68e+11 9.08e+09 0.00e+00 0.00e+00 0.00e+00
2.10e+11 5.80e+09 2.18e+09 2.06e+09 1.23e+00
2.95e+11 2.88e+09 5.55e+09 2.51e+09 1.08e+00
3.00e+11 4.97e+09 1.61e+09 2.64e+09 1.29e+00
2.66e+11 8.57e+09 6.83e+07 3.52e+08 1.17e-01
9.65e+11 5.23e+09 2.98e+09 1.71e+09 1.67e+00
3.46e+11 3.17e+09 5.89e+09 2.41e+09 1.78e+00
1.13e+12 7.49e+09 2.40e+09 5.45e+08 4.04e-01
3.13e+11 5.19e+09 1.90e+09 2.10e+09 1.56e+00
2.63e+11 6.61e+09 1.76e+09 1.39e+09 1.22e+00
3.07e+11 5.76e+09 1.31e+09 2.15e+09 1.11e+00
2.40e+11 7.04e+09 9.48e+08 1.23e+09 1.20e+00
4.48e+11 5.75e+09 3.28e+09 1.86e+09 1.90e+00
3.46e+11 7.40e+09 9.28e+08 8.37e+08 9.62e-01
2.05e+11 6.15e+09 1.69e+09 1.40e+09 1.41e+00
3.41e+11 8.00e+09 9.00e+08 2.60e+08 4.18e-02
3.67e+11 5.81e+09 1.94e+09 2.13e+09 2.61e+00
2.94e+11 8.25e+09 2.51e+08 4.07e+08 2.85e-01
3.65e+11 6.52e+09 2.03e+09 1.17e+09 1.15e+00
2.61e+11 8.37e+09 7.79e+07 4.63e+08 2.50e-01
2.09e+11 4.45e+09 3.37e+09 2.34e+09 2.98e+00
4.63e+11 6.72e+09 2.28e+09 9.60e+08 7.44e-01
2.09e+11 5.11e+09 1.45e+09 2.60e+09 1.61e+00
6.03e+11 3.63e+09 6.47e+09 2.13e+09 2.87e+00
2.63e+11 5.21e+09 2.47e+09 1.68e+09 2.08e+00
6.18e+11 5.82e+09 1.12e+09 2.03e+09 1.63e+00
4.04e+11 8.20e+09 2.61e+08 3.75e+08 7.05e-02
3.21e+11 6.18e+09 1.87e+09 1.15e+09 8.28e-01
3.90e+11 5.44e+09 1.63e+09 2.18e+09 2.12e+00
3.50e+11 6.42e+09 3.45e+09 8.90e+08 9.45e-01
6.69e+11 5.63e+09 4.52e+09 1.15e+09 1.19e+00
2.45e+11 4.90e+09 2.85e+09 1.83e+09 2.25e+00
3.74e+11 2.15e+09 6.29e+09 3.04e+09 7.68e-01
4.50e+11 3.23e+09 8.09e+09 2.07e+09 5.54e-01
2.92e+11 6.73e+09 1.11e+09 1.16e+09 1.38e+00
3.66e+11 7.70e+09 1.73e+09 5.22e+08 2.61e-01
2.59e+11 6.57e+09 7.67e+08 1.52e+09 5.12e-01
5.03e+11 7.92e+09 4.06e+08 3.31e+08 9.48e-02
4.52e+11 6.01e+09 3.56e+09 1.65e+09 2.29e+00
3.74e+11 5.20e+09 4.22e+09 1.51e+09 1.91e+00
4.40e+11 7.03e+09 1.78e+09 9.28e+08 7.85e-01
3.01e+11 7.39e+09 1.64e+09 2.94e+08 1.06e-01
2.66e+11 6.12e+09 1.36e+09 1.43e+09 1.12e+00
