#M_vir  M_star  M_HI   M_H2   SFR
1.33e+11 7.98e+08 9.29e+08 3.79e+08 2.11e-01
1.22e+11 7.93e+08 2.17e+09 3.67e+08 4.56e-02
1.50e+11 7.56e+08 1.16e+09 5.56e+08 2.64e-01
3.23e+10 1.77e+09 0.00e+00 0.00e+00 0.00e+00
1.63e+11 7.89e+08 4.80e+08 5.14e+08 3.53e-01
1.24e+11 8.99e+08 4.16e+08 4.29e+08 1.95e-01
1.51e+11 1.61e+09 1.73e+08 0.00e+00 1.00e+00
1.23e+11 6.37e+08 9.18e+08 5.26e+08 3.22e-01
1.67e+11 5.77e+08 7.40e+08 4.40e+08 3.76e-01
1.25e+11 5.08e+08 2.11e+09 3.82e+08 8.61e-02
1.99e+11 1.76e+09 0.00e+00 0.00e+00 0.00e+00
1.35e+11 8.48e+08 5.04e+08 4.75e+08 2.10e-01
2.10e+11 1.04e+09 1.19e+09 3.73e+08 6.93e-02
1.39e+11 1.36e+09 8.19e+08 0.00e+00 1.00e+00
1.02e+11 4.04e+08 1.66e+09 4.61e+08 2.11e-01
1.21e+11 8.20e+08 9.81e+08 1.91e+08 5.54e-02
1.53e+11 4.87e+08 2.03e+09 3.99e+08 2.33e-02
1.90e+11 1.13e+09 3.86e+08 3.10e+08 8.56e-02
1.42e+11 9.17e+08 4.73e+08 4.37e+08 2.98e-01
1.65e+11 5.11e+08 1.17e+09 4.82e+08 2.31e-01
1.06e+11 7.30e+08 7.00e+08 4.09e+08 1.89e-01
3.57e+11 1.32e+09 3.71e+09 4.12e+08 1.00e+00
1.67e+11 4.99e+08 7.35e+08 4.19e+08 1.68e-01
1.51e+11 9.29e+08 1.60e+09 4.65e+08 9.53e-02
1.96e+11 1.15e+09 3.04e+08 3.40e+08 9.70e-02
1.31e+11 5.35e+08 1.26e+09 4.54e+08 2.30e-01
1.55e+11 4.71e+08 1.34e+09 4.61e+08 1.14e-01
1.33e+11 1.01e+09 5.64e+08 1.64e+08 6.33e-02
1.42e+11 1.11e+09 1.96e+09 0.00e+00 1.00e+00
1.87e+11 1.18e+09 1.19e+09 1.24e+08 1.50e-02
1.17e+11 1.16e+09 5.13e+08 2.94e+08 5.57e-02
1.65e+11 1.04e+09 8.01e+08 6.18e+07 3.04e-03
2.24e+11 8.58e+08 1.12e+09 3.88e+08 2.65e-01
1.13e+11 5.00e+08 1.01e+09 4.40e+08 1.81e-01
9.44e+10 5.45e+08 1.19e+09 4.47e+08 1.88e-01
2.65e+11 1.48e+09 4.79e+08 5.72e+07 1.00e+00
1.17e+11 8.13e+08 8.46e+08 3.42e+08 1.14e-01
1.18e+11 5.00e+08 1.56e+09 3.28e+08 2.03e-01
1.64e+11 1.13e+09 1.63e+08 4.23e+08 1.57e-01
1.06e+11 1.71e+09 0.00e+00 0.00e+00 0.00e+00
1.60e+11 1.60e+09 0.00e+00 0.00e+00 1.00e+00
1.58e+11 1.66e+09 0.00e+00 0.00e+00 1.00e+00
2.48e+11 1.53e+09 3.17e+08 0.00e+00 1.00e+00
8.20e+10 1.71e+09 0.00e+00 0.00e+00 0.00e+00
2.84e+11 7.75e+08 1.09e+09 7.40e+08 1.15e-01
1.31e+11 4.94e+08 1.15e+09 3.64e+08 1.67e-01
7.45e+10 5.46e+08 1.22e+09 4.53e+08 1.27e-01
1.41e+11 6.77e+08 8.61e+08 2.08e+08 6.15e-02
3.17e+11 1.68e+09 1.90e+09 5.08e+08 1.00e+00
1.25e+11 6.37e+08 1.01e+09 4.77e+08 1.08e-01
9.93e+10 4.43e+08 1.77e+09 2.82e+08 1.13e-01
1.25e+11 5.95e+08 3.60e+08 6.07e+08 3.62e-01
1.33e+11 1.23e+09 2.96e+08 2.80e+08 8.54e-02
1.91e+11 6.87e+08 1.07e+09 4.17e+08 1.21e-01
1.15e+11 8.59e+08 4.43e+08 3.90e+08 2.53e-01
1.95e+11 1.52e+09 1.08e+08 0.00e+00 1.00e+00
1.25e+11 5.37e+08 1.85e+09 2.33e+08 4.10e-02
1.32e+11 5.29e+08 1.57e+09 4.15e+08 1.16e-01
2.17e+11 4.26e+08 1.69e+09 4.63e+08 1.09e-01
1.81e+11 1.69e+09 0.00e+00 0.00e+00 0.00e+00
2.77e+11 4.62e+08 4.77e+09 5.86e+08 2.56e-01
1.68e+11 9.17e+08 2.96e+08 5.56e+08 1.98e-01
1.30e+11 1.68e+09 0.00e+00 0.00e+00 0.00e+00
1.26e+11 5.31e+08 1.15e+09 5.17e+08 2.47e-01
1.37e+11 1.68e+09 0.00e+00 0.00e+00 0.00e+00
1.12e+11 7.88e+08 4.52e+08 4.49e+08 1.40e-01
1.53e+11 7.04e+08 5.55e+08 3.73e+08 1.57e-01
1.27e+11 5.92e+08 9.98e+08 2.98e+08 1.39e-01
1.45e+11 7.32e+08 8.00e+08 4.56e+08 2.03e-01
1.29e+11 1.05e+09 1.44e+09 1.16e+08 6.32e-03
1.40e+11 1.52e+09 0.00e+00 0.00e+00 1.00e+00
1.44e+11 5.94e+08 6.44e+08 3.55e+08 2.25e-01
1.35e+11 4.28e+08 8.24e+08 6.40e+08 2.00e-01
1.56e+11 1.06e+09 3.51e+08 2.54e+08 4.85e-02
2.49e+11 1.40e+09 1.25e+09 1.78e+08 1.00e+00
1.96e+11 1.12e+09 3.61e+08 3.77e+08 7.73e-02
9.32e+10 4.52e+08 1.59e+09 3.55e+08 7.04e-02
1.41e+11 6.29e+08 1.52e+09 2.09e+08 7.79e-02
1.13e+11 7.16e+08 1.43e+09 4.74e+08 1.86e-01
1.93e+11 1.56e+09 6.72e+07 0.00e+00 1.00e+00
1.50e+11 1.55e+09 2.68e+08 0.00e+00 1.00e+00
1.29e+11 5.10e+08 9.90e+08 3.81e+08 2.05e-01
9.37e+10 6.79e+08 5.63e+08 4.61e+08 1.96e-01
1.20e+11 7.69e+08 9.95e+08 3.51e+08 1.20e-01
1.65e+11 1.45e+09 1.32e+08 8.66e+07 1.11e-02
1.57e+11 7.43e+08 1.96e+09 1.95e+08 4.41e-02
1.19e+11 5.58e+08 1.16e+09 2.68e+08 9.34e-02
1.27e+11 5.75e+08 6.72e+08 4.37e+08 1.85e-01
1.17e+11 7.79e+08 1.55e+09 1.92e+08 6.19e-02
1.52e+11 1.47e+09 2.99e+08 0.00e+00 1.00e+00
1.42e+11 9.24e+08 4.63e+08 3.52e+08 1.34e-01
1.56e+11 5.63e+08 8.45e+08 4.96e+08 2.05e-01
1.90e+11 9.57e+08 5.86e+08 2.45e+08 6.52e-02
1.31e+11 1.37e+09 3.94e+08 7.11e+06 1.00e+00
1.28e+11 4.03e+08 1.58e+09 4.29e+08 1.52e-01
1.31e+11 7.25e+08 6.02e+08 4.39e+08 2.45e-01
1.16e+11 6.55e+08 1.99e+09 5.92e+07 1.00e+00
1.37e+11 7.89e+08 4.28e+08 2.94e+08 1.18e-01
1.29e+11 7.14e+08 1.11e+09 5.02e+08 1.68e-01
1.46e+11 7.05e+08 1.09e+09 2.88e+08 9.27e-02
1.47e+11 4.58e+08 1.48e+09 4.34e+08 1.46e-01
1.77e+11 7.63e+08 1.28e+09 1.98e+07 1.00e+00
1.41e+11 1.18e+09 3.77e+08 7.58e+07 1.00e+00
1.38e+11 1.33e+09 6.75e+08 0.00e+00 1.00e+00
9.45e+10 5.69e+08 7.39e+08 4.14e+08 1.98e-01
1.60e+11 1.18e+09 5.35e+08 1.24e+08 1.69e-02
1.79e+11 1.36e+09 3.41e+08 0.00e+00 1.00e+00
1.61e+11 1.29e+09 1.92e+08 1.27e+08 8.69e-03
8.95e+10 4.48e+08 1.98e+09 4.89e+08 1.34e-01
2.02e+11 6.49e+08 1.85e+09 4.14e+08 1.09e-01
8.38e+10 9.63e+08 4.38e+08 3.56e+08 1.30e-01
1.13e+11 9.19e+08 3.53e+08 3.00e+08 1.48e-01
2.13e+11 5.32e+08 2.84e+09 3.29e+08 1.77e-01
1.39e+11 9.56e+08 6.60e+08 3.10e+08 1.34e-01
1.88e+11 1.11e+09 2.78e+08 2.37e+08 1.03e-01
1.43e+11 9.34e+08 8.71e+08 3.15e+08 1.87e-01
1.13e+11 5.79e+08 1.36e+09 2.58e+08 4.39e-02
2.28e+11 6.58e+08 9.64e+08 4.14e+08 1.47e-01
1.20e+11 7.16e+08 9.67e+08 2.79e+08 1.50e-01
1.26e+11 7.67e+08 9.12e+08 2.61e+08 2.06e-01
1.77e+11 7.65e+08 1.90e+09 5.56e+07 1.00e+00
1.48e+11 4.50e+08 7.08e+08 4.93e+08 2.49e-01
1.99e+11 1.51e+09 2.48e+07 0.00e+00 1.00e+00
2.54e+11 1.49e+09 6.29e+08 0.00e+00 1.00e+00
1.44e+11 4.77e+08 1.31e+09 3.24e+08 1.09e-01
2.04e+11 1.60e+09 0.00e+00 0.00e+00 0.00e+00
1.20e+11 6.49e+08 1.27e+09 3.44e+08 1.57e-01
1.23e+11 7.35e+08 3.52e+09 5.68e+07 1.00e+00
1.30e+11 4.48e+08 7.08e+08 4.62e+08 2.51e-01
1.12e+11 6.42e+08 8.75e+08 2.02e+08 6.42e-02
1.02e+11 5.31e+08 9.08e+08 3.18e+08 1.03e-01
1.27e+11 8.64e+08 1.59e+08 5.02e+08 1.96e-01
1.27e+11 1.28e+09 2.52e+08 2.85e+07 4.50e-03
1.31e+11 9.40e+08 1.74e+09 3.62e+08 2.30e-01
2.30e+11 4.30e+08 1.74e+09 2.91e+08 8.10e-02
1.01e+11 8.35e+08 1.06e+09 3.47e+08 9.54e-02
2.03e+11 1.09e+09 3.95e+08 1.38e+08 1.00e+00
1.55e+11 1.05e+09 9.19e+07 3.84e+08 4.65e-02
1.52e+11 4.99e+08 1.38e+09 3.61e+08 7.68e-02
1.16e+11 6.16e+08 9.92e+08 3.05e+08 7.92e-02
1.38e+11 6.94e+08 1.01e+09 3.13e+08 1.00e-01
1.84e+11 1.58e+09 0.00e+00 0.00e+00 0.00e+00
2.69e+11 4.83e+08 3.37e+09 1.91e+08 1.00e+00
1.23e+11 9.55e+08 1.07e+09 2.23e+08 3.67e-02
2.72e+11 7.40e+08 2.72e+08 5.57e+08 1.98e-01
3.63e+11 5.68e+08 6.34e+09 8.89e+08 3.30e-02
2.14e+11 5.83e+08 2.01e+09 4.64e+08 1.13e-01
1.02e+11 5.25e+08 1.32e+09 3.30e+08 6.40e-02
1.95e+11 1.16e+09 8.80e+08 0.00e+00 1.00e+00
1.69e+11 6.38e+08 1.27e+09 4.60e+08 1.09e-01
1.06e+11 7.14e+08 1.02e+09 3.26e+08 1.55e-01
1.06e+11 9.20e+08 2.72e+08 3.29e+08 1.08e-01
1.74e+11 9.11e+08 5.11e+08 3.88e+08 6.66e-02
1.24e+11 1.12e+09 1.41e+08 3.11e+08 6.16e-02
1.69e+11 1.57e+09 0.00e+00 0.00e+00 0.00e+00
1.71e+11 1.23e+09 5.27e+08 0.00e+00 1.00e+00
2.15e+11 1.45e+09 6.06e+08 2.22e+07 1.00e+00
1.89e+11 7.47e+08 1.63e+09 2.42e+08 4.12e-02
1.78e+11 1.52e+09 0.00e+00 0.00e+00 1.00e+00
1.48e+11 1.17e+09 4.68e+08 4.52e+07 1.00e+00
1.27e+11 7.51e+08 5.57e+08 2.97e+08 1.71e-01
1.73e+11 6.00e+08 7.34e+08 3.56e+08 6.60e-02
1.05e+11 7.66e+08 7.99e+08 3.21e+08 9.38e-02
1.14e+11 4.87e+08 1.23e+09 2.68e+08 7.97e-02
1.42e+11 6.15e+08 1.78e+09 1.85e+08 3.00e-02
1.33e+11 5.65e+08 1.31e+09 0.00e+00 1.00e+00
1.35e+11 6.70e+08 1.89e+09 2.46e+08 4.29e-02
1.27e+11 4.46e+08 9.68e+08 4.93e+08 1.26e-01
1.74e+11 9.00e+08 9.93e+08 6.78e+07 3.39e-03
1.13e+11 4.30e+08 2.12e+09 2.15e+08 3.71e-02
1.35e+11 5.07e+08 1.46e+09 3.28e+08 1.04e-01
1.77e+11 7.18e+08 6.50e+08 3.77e+08 1.48e-01
1.48e+11 5.91e+08 9.89e+08 3.39e+08 4.25e-02
1.30e+11 7.92e+08 1.73e+09 8.07e+07 5.76e-03
1.97e+11 1.10e+09 1.20e+09 0.00e+00 1.00e+00
1.36e+11 4.02e+08 1.55e+09 3.03e+08 9.42e-02
1.26e+11 8.63e+08 3.21e+08 3.87e+08 1.50e-01
1.18e+11 4.41e+08 1.74e+09 2.22e+08 9.07e-02
1.20e+11 5.00e+08 9.02e+08 3.53e+08 7.99e-02
1.50e+11 1.50e+09 0.00e+00 0.00e+00 1.00e+00
9.68e+10 5.98e+08 1.01e+09 3.50e+08 9.35e-02
1.18e+11 6.03e+08 2.49e+08 5.22e+08 2.44e-01
9.34e+10 4.66e+08 1.64e+09 2.52e+08 1.26e-01
1.60e+11 1.25e+09 2.74e+08 0.00e+00 1.00e+00
1.90e+11 1.50e+09 0.00e+00 0.00e+00 1.00e+00
9.26e+10 6.18e+08 6.03e+08 3.77e+08 1.95e-01
1.17e+11 1.14e+09 1.07e+09 0.00e+00 1.00e+00
9.00e+10 4.27e+08 1.93e+09 2.45e+08 1.68e-01
1.60e+11 9.81e+08 4.97e+08 2.77e+08 4.07e-02
1.44e+11 1.43e+09 0.00e+00 0.00e+00 1.00e+00
1.37e+11 5.84e+08 9.20e+08 4.19e+08 7.45e-02
1.64e+11 1.52e+09 0.00e+00 0.00e+00 0.00e+00
1.33e+11 6.14e+08 7.35e+08 3.15e+08 1.16e-01
1.47e+11 3.94e+08 2.23e+09 3.09e+08 9.58e-02
1.24e+11 9.62e+08 3.78e+08 2.66e+08 4.99e-02
1.86e+11 1.35e+09 6.01e+08 0.00e+00 1.00e+00
1.51e+11 5.08e+08 1.48e+09 4.24e+08 8.59e-02
2.18e+11 4.18e+08 2.03e+09 2.58e+08 1.09e-01
1.50e+11 4.04e+08 1.50e+09 4.14e+08 1.30e-01
1.27e+11 1.02e+09 2.79e+08 2.05e+08 7.47e-02
1.18e+11 4.44e+08 1.11e+09 5.07e+08 8.49e-02
1.25e+11 8.70e+08 2.41e+08 3.95e+08 1.99e-01
2.33e+11 9.11e+08 7.68e+08 2.88e+08 7.81e-02
1.42e+11 7.92e+08 7.15e+08 2.66e+08 3.80e-02
1.66e+11 5.30e+08 7.51e+08 4.01e+08 2.72e-01
1.34e+11 9.51e+08 1.21e+09 2.43e+08 6.23e-02
1.44e+11 9.89e+08 8.54e+08 1.82e+07 1.00e+00
1.36e+11 5.02e+08 7.99e+08 4.33e+08 8.34e-02
1.30e+11 5.51e+08 1.95e+09 2.79e+08 5.60e-02
1.78e+11 8.86e+08 3.72e+08 3.08e+08 7.20e-02
1.96e+11 1.39e+09 0.00e+00 0.00e+00 1.00e+00
2.26e+11 1.30e+09 5.01e+08 0.00e+00 1.00e+00
1.75e+11 1.23e+09 2.45e+08 0.00e+00 1.00e+00
1.25e+11 4.74e+08 1.58e+09 1.20e+08 1.48e-02
1.04e+11 8.11e+08 1.64e+09 2.57e+08 7.57e-02
1.14e+11 5.90e+08 1.60e+09 2.91e+08 4.76e-02
1.04e+11 1.00e+09 3.20e+08 2.13e+08 4.12e-02
2.49e+11 1.48e+09 0.00e+00 0.00e+00 0.00e+00
2.18e+11 1.48e+09 0.00e+00 0.00e+00 0.00e+00
1.82e+11 9.68e+08 5.19e+08 3.96e+08 5.28e-02
3.10e+11 1.12e+09 1.65e+09 0.00e+00 1.00e+00
1.58e+11 5.68e+08 1.02e+09 4.99e+08 1.70e-01
1.10e+11 1.01e+09 2.79e+08 2.44e+08 8.37e-02
1.16e+11 1.16e+09 1.69e+08 1.58e+08 3.92e-02
1.16e+11 7.05e+08 2.82e+08 4.32e+08 1.73e-01
1.86e+11 1.47e+09 0.00e+00 0.00e+00 0.00e+00
1.17e+11 7.49e+08 5.46e+08 2.51e+08 8.98e-02
1.51e+11 6.63e+08 5.36e+08 3.36e+08 1.47e-01
1.36e+11 5.35e+08 4.88e+09 2.36e+08 6.00e-02
1.40e+11 1.22e+09 1.49e+08 1.07e+08 1.42e-02
1.38e+11 9.05e+08 1.86e+08 3.25e+08 8.00e-02
1.36e+11 1.45e+09 0.00e+00 0.00e+00 0.00e+00
1.02e+11 5.98e+08 6.54e+08 4.14e+08 1.63e-01
1.34e+11 1.04e+09 6.79e+08 1.85e+07 2.98e-03
1.34e+11 6.75e+08 8.52e+08 4.02e+08 6.41e-02
1.66e+11 8.85e+08 1.30e+09 0.00e+00 1.00e+00
1.03e+11 6.02e+08 5.50e+08 3.76e+08 3.12e-01
1.99e+11 5.74e+08 6.79e+08 3.65e+08 7.17e-02
2.27e+11 1.45e+09 0.00e+00 0.00e+00 0.00e+00
2.47e+11 5.28e+08 9.45e+08 4.00e+08 8.00e-02
2.31e+11 1.42e+09 0.00e+00 0.00e+00 1.00e+00
9.08e+10 8.44e+08 5.04e+08 2.62e+08 8.41e-02
1.69e+11 7.89e+08 9.79e+08 2.85e+08 6.94e-02
1.18e+11 5.71e+08 1.23e+09 2.58e+08 7.22e-02
1.43e+11 1.15e+09 1.14e+08 1.65e+08 2.45e-02
1.45e+11 1.18e+09 4.61e+08 0.00e+00 1.00e+00
2.16e+11 1.44e+09 0.00e+00 0.00e+00 0.00e+00
1.06e+11 5.98e+08 9.82e+08 1.87e+08 5.15e-02
7.50e+10 7.29e+08 6.43e+08 3.05e+08 1.19e-01
1.41e+11 4.71e+08 5.86e+08 4.33e+08 1.32e-01
1.50e+11 4.41e+08 1.09e+09 2.48e+08 8.84e-02
1.24e+11 3.91e+08 1.41e+09 3.87e+08 7.11e-02
1.17e+11 5.82e+08 6.42e+08 3.94e+08 9.64e-02
1.52e+11 1.40e+09 0.00e+00 0.00e+00 1.00e+00
1.12e+11 4.12e+08 1.54e+09 1.50e+08 2.23e-02
9.07e+10 4.67e+08 1.31e+09 3.73e+08 1.11e-01
1.87e+11 5.50e+08 1.37e+09 2.03e+08 5.12e-02
1.24e+11 5.16e+08 8.88e+08 3.18e+08 5.23e-02
1.33e+11 5.66e+08 5.50e+08 4.27e+08 1.19e-01
1.30e+11 4.30e+08 6.42e+08 3.92e+08 2.15e-01
1.15e+11 5.24e+08 1.18e+09 3.16e+08 9.32e-02
1.71e+11 4.14e+08 8.58e+08 3.65e+08 1.54e-01
1.33e+11 4.81e+08 6.73e+08 4.00e+08 1.27e-01
2.13e+11 1.41e+09 0.00e+00 0.00e+00 0.00e+00
1.58e+11 7.97e+08 3.96e+08 2.22e+08 8.26e-02
2.10e+11 7.01e+08 2.83e+09 9.70e+07 1.00e+00
9.85e+10 6.55e+08 9.06e+08 2.17e+08 5.92e-02
1.40e+11 1.34e+09 0.00e+00 0.00e+00 1.00e+00
1.58e+11 7.16e+08 3.42e+08 3.56e+08 9.64e-02
1.51e+11 7.03e+08 1.32e+09 0.00e+00 1.00e+00
2.42e+11 8.43e+08 2.49e+09 3.19e+08 1.20e-01
1.66e+11 5.38e+08 9.59e+08 1.18e+08 2.51e-02
1.11e+11 5.37e+08 1.11e+09 3.33e+08 9.40e-02
1.22e+11 3.71e+08 7.24e+08 3.59e+08 9.86e-02
1.90e+11 1.39e+09 0.00e+00 0.00e+00 0.00e+00
2.34e+11 1.06e+09 2.69e+08 4.79e+07 7.67e-03
1.27e+11 6.79e+08 4.25e+08 3.74e+08 8.23e-02
1.26e+11 1.07e+09 2.93e+08 1.06e+08 1.56e-02
1.51e+11 5.23e+08 1.16e+09 3.25e+08 5.16e-02
2.03e+11 7.45e+08 9.60e+08 1.38e+08 4.70e-02
1.82e+11 9.32e+08 4.32e+08 2.07e+08 4.08e-02
1.06e+11 4.76e+08 1.44e+09 1.41e+08 3.24e-03
1.65e+11 4.15e+08 1.71e+09 4.58e+08 7.19e-02
1.30e+11 8.47e+08 3.76e+08 1.86e+08 5.31e-02
1.49e+11 6.44e+08 6.38e+08 3.05e+08 1.27e-01
1.15e+11 1.38e+09 0.00e+00 0.00e+00 0.00e+00
1.64e+11 5.90e+08 2.00e+09 4.97e+07 1.41e-03
1.65e+11 4.60e+08 1.47e+09 4.02e+08 9.82e-02
1.11e+11 6.29e+08 4.22e+08 3.95e+08 1.73e-01
1.52e+11 4.83e+08 7.43e+08 3.87e+08 8.22e-02
1.37e+11 8.91e+08 5.83e+08 3.94e+07 1.00e+00
1.28e+11 7.53e+08 1.00e+09 1.73e+08 2.40e-02
2.58e+11 1.37e+09 0.00e+00 0.00e+00 0.00e+00
1.05e+11 4.40e+08 1.02e+09 1.45e+08 7.14e-02
1.57e+11 1.22e+09 4.28e+08 0.00e+00 1.00e+00
2.43e+11 7.81e+08 2.54e+09 1.26e+08 1.00e+00
1.77e+11 1.00e+09 1.57e+09 0.00e+00 1.00e+00
1.43e+11 5.84e+08 2.05e+09 3.31e+08 5.66e-02
1.42e+11 6.35e+08 1.38e+09 0.00e+00 1.00e+00
2.11e+11 5.69e+08 2.26e+09 0.00e+00 1.00e+00
1.72e+11 4.90e+08 1.15e+09 2.83e+08 1.33e-01
2.37e+11 9.71e+08 1.43e+09 2.20e+08 7.32e-02
1.37e+11 5.79e+08 1.93e+09 2.04e+08 6.25e-02
2.02e+11 1.33e+09 2.18e+08 1.14e+08 1.00e+00
1.72e+11 1.05e+09 8.50e+08 0.00e+00 1.00e+00
1.93e+11 7.74e+08 1.34e+09 1.48e+08 2.58e-02
1.27e+11 7.81e+08 3.81e+08 2.05e+08 7.15e-02
2.11e+11 7.56e+08 1.90e+09 2.03e+08 5.11e-02
1.24e+11 8.59e+08 4.12e+08 2.12e+08 1.92e-02
1.58e+11 9.48e+08 7.06e+08 0.00e+00 1.00e+00
1.14e+11 7.42e+08 8.14e+08 0.00e+00 1.00e+00
2.41e+11 1.08e+09 1.95e+08 8.29e+07 3.76e-03
3.58e+11 5.54e+08 1.23e+09 2.30e+08 1.02e-01
1.56e+11 6.92e+08 5.71e+08 1.56e+08 3.21e-02
1.21e+11 6.76e+08 8.76e+08 2.81e+08 4.22e-02
1.19e+11 7.22e+08 6.32e+08 7.87e+07 9.21e-03
1.22e+11 7.40e+08 7.11e+08 2.00e+08 2.48e-02
1.62e+11 7.01e+08 7.68e+08 1.38e+08 2.08e-02
1.17e+11 3.86e+08 1.49e+09 3.45e+08 9.51e-02
1.35e+11 8.65e+08 3.03e+08 2.71e+08 4.91e-02
1.43e+11 8.04e+08 7.57e+08 1.58e+08 2.45e-02
1.04e+11 5.30e+08 8.81e+08 3.04e+08 6.64e-02
1.63e+11 1.24e+09 0.00e+00 0.00e+00 1.00e+00
1.26e+11 6.79e+08 7.11e+08 2.41e+08 5.55e-02
1.92e+11 4.66e+08 1.21e+09 2.38e+08 1.23e-01
1.01e+11 4.69e+08 7.49e+08 3.57e+08 8.56e-02
1.02e+11 5.43e+08 5.82e+08 2.65e+08 4.87e-02
8.78e+10 5.77e+08 1.17e+09 3.10e+08 7.24e-02
2.84e+11 1.06e+09 5.60e+08 1.96e+07 3.17e-03
1.03e+11 4.76e+08 4.58e+08 4.25e+08 1.73e-01
1.13e+11 8.04e+08 4.07e+08 2.40e+08 4.96e-02
1.67e+11 9.24e+08 5.62e+08 0.00e+00 1.00e+00
1.47e+11 9.22e+08 2.62e+08 1.22e+08 2.54e-02
1.29e+11 1.24e+09 3.52e+07 0.00e+00 1.00e+00
1.31e+11 8.26e+08 6.21e+08 1.91e+08 1.40e-02
1.92e+11 1.02e+09 1.14e+08 1.61e+08 5.14e-02
9.50e+10 8.84e+08 3.76e+08 2.12e+08 3.90e-02
1.16e+11 4.82e+08 5.64e+08 3.77e+08 1.46e-01
1.43e+11 1.06e+09 3.21e+08 0.00e+00 1.00e+00
1.52e+11 5.66e+08 7.38e+08 2.99e+08 5.55e-02
1.12e+11 6.80e+08 8.92e+08 1.85e+08 2.33e-02
1.30e+11 4.82e+08 7.08e+08 4.37e+08 1.09e-01
1.08e+11 4.41e+08 5.90e+08 2.78e+08 1.64e-01
1.65e+11 6.13e+08 3.48e+08 3.20e+08 1.01e-01
1.26e+11 1.28e+09 0.00e+00 0.00e+00 1.00e+00
1.22e+11 4.49e+08 1.06e+09 1.33e+08 2.91e-02
4.41e+11 9.86e+08 5.77e+08 1.55e+08 2.96e-02
1.68e+11 5.10e+08 1.22e+09 2.30e+08 8.39e-02
1.00e+11 7.45e+08 3.35e+08 3.23e+08 7.18e-02
8.31e+10 5.65e+08 1.18e+09 2.84e+08 7.54e-02
8.32e+10 5.36e+08 4.56e+08 3.26e+08 1.12e-01
2.07e+11 1.29e+09 1.75e+07 0.00e+00 0.00e+00
1.29e+11 3.87e+08 1.91e+09 2.91e+08 5.27e-02
1.11e+11 7.21e+08 4.76e+08 2.02e+08 4.51e-02
1.17e+11 5.26e+08 1.53e+09 1.92e+08 3.25e-02
1.35e+11 1.29e+09 0.00e+00 0.00e+00 0.00e+00
2.18e+11 7.45e+08 1.47e+09 6.09e+08 5.29e-02
1.00e+11 5.54e+08 3.75e+08 3.42e+08 9.67e-02
2.24e+11 1.00e+09 6.64e+08 0.00e+00 1.00e+00
1.63e+11 4.06e+08 2.08e+09 1.21e+08 1.76e-02
1.48e+11 1.00e+09 5.88e+08 0.00e+00 1.00e+00
2.20e+11 5.81e+08 2.47e+09 3.43e+08 1.26e-02
1.23e+11 6.92e+08 4.70e+08 2.92e+08 8.77e-02
1.35e+11 4.62e+08 6.81e+08 2.49e+08 7.47e-02
1.72e+11 5.38e+08 7.83e+08 2.13e+08 3.62e-02
1.62e+11 4.44e+08 6.33e+08 3.65e+08 7.73e-02
1.23e+11 4.12e+08 1.21e+09 2.78e+08 5.44e-02
1.77e+11 5.81e+08 1.02e+09 0.00e+00 1.00e+00
2.02e+11 9.26e+08 3.43e+08 0.00e+00 1.00e+00
1.10e+11 4.58e+08 1.20e+09 3.60e+08 9.33e-02
1.09e+11 5.29e+08 8.95e+08 1.94e+08 5.84e-02
1.24e+11 1.10e+09 2.67e+08 0.00e+00 1.00e+00
1.26e+11 9.11e+08 6.56e+08 0.00e+00 1.00e+00
1.26e+11 3.79e+08 3.62e+08 4.46e+08 2.20e-01
2.40e+11 6.59e+08 9.69e+08 3.10e+08 8.04e-02
1.55e+11 1.26e+09 0.00e+00 0.00e+00 0.00e+00
1.62e+11 4.92e+08 4.87e+08 4.79e+08 1.27e-01
1.76e+11 6.59e+08 1.07e+09 1.64e+08 5.54e-02
1.07e+11 5.76e+08 8.80e+08 2.60e+08 3.02e-02
1.55e+11 1.25e+09 0.00e+00 0.00e+00 0.00e+00
1.16e+11 1.23e+09 1.17e+08 0.00e+00 1.00e+00
1.64e+11 1.25e+09 0.00e+00 0.00e+00 0.00e+00
1.93e+11 1.14e+09 1.26e+09 0.00e+00 1.00e+00
1.93e+11 4.00e+08 1.75e+09 4.65e+08 3.60e-02
2.08e+11 5.08e+08 6.95e+08 3.45e+08 7.55e-02
1.11e+11 1.19e+09 0.00e+00 0.00e+00 1.00e+00
1.43e+11 5.90e+08 2.66e+08 3.39e+08 8.75e-02
1.39e+11 1.22e+09 0.00e+00 0.00e+00 1.00e+00
1.39e+11 5.74e+08 5.13e+08 3.35e+08 1.01e-01
1.20e+11 7.86e+08 9.10e+08 1.58e+07 1.00e+00
1.21e+11 8.50e+08 2.35e+08 2.24e+08 4.46e-02
2.15e+11 1.04e+09 5.24e+08 7.36e+07 1.00e+00
1.40e+11 6.78e+08 7.27e+08 3.18e+08 6.16e-02
1.28e+11 5.80e+08 4.83e+08 2.51e+08 5.74e-02
1.79e+11 3.78e+08 7.71e+08 3.99e+08 1.41e-01
1.64e+11 4.61e+08 7.63e+08 2.74e+08 6.08e-02
1.18e+11 8.37e+08 2.43e+08 1.39e+08 2.65e-02
2.44e+11 1.22e+09 0.00e+00 0.00e+00 0.00e+00
1.58e+11 1.22e+09 0.00e+00 0.00e+00 0.00e+00
